"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027401","1979-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","28",",0","0",",0","28",",0","28",",0","28",",0","0",",0","0",",0","4","","","","19790207",",,0","19790228","+,,0","19790217","+,,0","","","19790217","+,,0","19790217",",,0","-41.7",",0,07,","229",",,0,28,+","5",",,0,17,+","0.3",",,0,17,+","-13.3",",0,17,","7026.6","0","1330.1",",0","0.6",",,,0","10",",,,0","-29.17",",0","-25.65",",,,0","-32.69",",,,0","270",",X","270",",X","15.6",",X","21.6",",X"
"USW00027401","1979-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","6","","1","","19790303",",,0","19790331","+,,0","19790326",",,0","","","19790326",",,0","19790325",",,0","-43.9",",0,03,","305",",,0,31,+","23",",,0,26,","1.3",",,0,26,","-12.8",",0,25,","8493.8","0","1467.2",",0","2.9",",,,0","53",",,,0","-29.00",",0","-25.35",",,,0","-32.64",",,,0","80",",X","90",",X","21.0",",X","26.7",",X"
"USW00027401","1979-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","30",",0","1",",0","20",",0","30",",0","25",",0","0",",0","0",",0","6","","1","","19790415",",,0","19790423",",,0","19790405",",,0","","","19790405",",,0","19790429","+,,0","-35.6",",0,15,","406",",,0,23,","25",",,0,05,","2.5",",,0,05,","2.8",",0,29,+","9548.0","0","1054.2",",0","5.8",",,,0","71",",,,0","-16.81",",0","-13.07",",,,0","-20.55",",,,0","270",",X","270",",X","15.6",",X","21.6",",X"
"USW00027401","1979-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","5",",0","1",",0","0",",0","31",",0","22",",0","0",",0","0",",0","20","","8","","19790512",",,0","19790501",",,0","19790518",",,0","","","19790527","+,,0","19790531",",,0","-11.7",",0,12,","279",",,0,01,","25",",,0,18,","1.3",",,0,27,+","3.3",",0,31,","10242.7","0","694.7",",0","4.7",",,,0","41",",,,0","-4.08",",0","-2.06",",,,0","-6.09",",,,0","80",",X","90",",X","17.4",",X","23.6",",X"
"USW00027401","1979-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","2",",0","1",",0","0",",0","26",",0","4",",0","0",",0","0",",0","23","","13","","19790603",",,0","19790625",",,0","19790625",",,0","","","19790625",",,0","19790630",",,0","-4.4",",0,03,","51",",,0,25,","84",",,0,25,","9.7",",,0,25,","20.0",",0,30,","10761.1","0","518.4",",0","16.7",",,,0","108",",,,0","1.05",",0","3.29",",,,0","-1.19",",,,0","90",",X","270",",X","13.4",",X","18.0",",X"
"USW00027401","1979-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22","","19","","19790720","+,,0","19790731","+,,0","19790711",",,0","","","19790706",",,0","19790714",",,0","1.1",",0,20,+","0",",,0,31,+","0",",T,0,11,","8.4",",,0,06,","20.0",",0,14,","386.4","0","386.4",",0","19.9",",,,0","0",",T,,0","5.87",",0","8.99",",,,0","2.75",",,,0","270",",X","","","15.6",",X","",""
"USW00027401","1979-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","","","19790805",",,0","19790831","+,,0","19790831","+,,0","","","19790803",",,0","19790815",",,0","-2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,03,","15.0",",0,15,","767.4","0","381.0",",0","29.6",",,,0","0",",,,0","6.04",",0","9.05",",,,0","3.04",",,,0","70",",X","","","12.5",",X","",""
"USW00027401","1979-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","1",",0","1",",0","0",",0","18",",0","2",",0","0",",0","0",",0","","","","","19790918",",,0","19790916",",,0","19790916",",,0","","","19790903",",,0","19790907",",,0","-5.6",",0,18,","25",",,0,16,","30",",,0,16,","16.3",",,0,03,","8.9",",0,07,","1279.5","0","512.1",",0","19.2",",,,0","35",",,,0","1.26",",0","2.86",",,,0","-0.33",",,,0","100",",X","90",",X","17.9",",X","26.7",",X"
"USW00027401","1979-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","18",",0","4",",0","0",",0","24",",0","7",",0","0",",0","31",",0","31",",0","0",",0","0",",0","24","","6","","19791026",",,0","19791031","+,,0","19791013",",,0","","","19791013",",,0","19791001",",,0","-14.4",",0,26,","356",",,0,31,+","142",",,0,13,","13.7",",,0,13,","0.0",",0,01,","2028.8","0","749.3",",0","36.0",",,,0","472",",,,0","-5.84",",0","-4.16",",,,0","-7.51",",,,0","90",",X","90",",X","22.8",",X","28.8",",X"
"USW00027401","1979-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","28","2,0","3","1,0","9",",0","30",",0","27",",0","0",",0","0",",0","14","","9","","19791121",",,0","19791102","+,2,0","19791122",",1,0","","","19791122",",,0","19791110","+,,0","-27.8",",0,21,","356","2,,0,02,+","79","1,,0,22,","7.9",",,0,22,","1.1",",0,10,+","2917.5","0","888.7",",0","22.0",",,,0","228","1,,,0","-11.29",",0","-8.04",",,,0","-14.55",",,,0","290",",X","270",",X","19.2",",X","23.1",",X"
"USW00027401","1979-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","31",",0","1",",0","30",",0","31",",0","31",",0","0",",0","0",",0","6","","","","19791222",",,0","19791203",",,0","19791202",",,0","","","19791202",",,0","19791215","+,,0","-38.9",",0,22,","305",",,0,03,","56",",,0,02,","5.6",",,0,02,","-7.8",",0,15,+","4283.2","0","1365.7",",0","7.7",",,,0","77",",,,0","-25.72",",0","-22.61",",,,0","-28.84",",,,0","280",",X","270",",X","30.4",",X","38.0",",X"
"USW00027401","1980-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","31",",0","1",",0","28",",0","31",",0","31",",0","0",",0","0",",0","11","","","","19800114",",,0","19800127",",,0","19800127",",,0","","","19800127",",,0","19800127",",,0","-45.0",",0,14,","305",",,0,27,","30",",,0,27,","3.3",",,0,27,","-5.0",",0,27,","5671.8","0","1388.6",",0","7.7",",,,0","74",",,,0","-26.46",",0","-23.23",",,,0","-29.70",",,,0","","","270",",X","","","33.4",",X"
"USW00027401","1980-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","29",",0","1",",0","23",",0","29",",0","28",",0","0",",0","0",",0","11","","2","","19800222",",,0","19800229","+,,0","19800203",",,0","","","19800203",",,0","19800212",",,0","-40.0",",0,22,","330",",,0,29,+","28",",,0,03,","2.8",",,0,03,","0.6",",0,12,","6875.9","0","1204.1",",0","6.8",",,,0","80",",,,0","-23.19",",0","-19.45",",,,0","-26.92",",,,0","","","270",",X","","","22.6",",X"
"USW00027401","1980-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","31",",0","1",",0","30",",0","31",",0","31",",0","0",",0","0",",0","14","","2","","19800312",",,0","19800322",",,0","19800322",",,0","","","19800322",",,0","19800323",",,0","-36.1",",0,12,","381",",,0,22,","76",",,0,22,","7.6",",,0,22,","-12.2",",0,23,","8226.8","0","1350.9",",0","8.2",",,,0","82",",,,0","-25.25",",0","-22.15",",,,0","-28.35",",,,0","","","270",",X","","","25.7",",X"
"USW00027401","1980-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","30",",0","0",",0","25",",0","30",",0","30",",0","0",",0","0",",0","18","","","","19800410",",,0","19800430","+,,0","19800428",",,0","","","19800428",",,0","19800429",",,0","-35.6",",0,10,","356",",,0,30,+","15",",,0,28,","1.5",",,0,28,","-4.4",",0,29,","9358.5","0","1131.7",",0","3.1",",,,0","31",",,,0","-19.39",",0","-15.15",",,,0","-23.63",",,,0","","","90",",X","","","19.0",",X"
"USW00027401","1980-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","7",",0","31",",0","31",",0","0",",0","0",",0","22","","6","","19800501",",,0","19800503","+,,0","19800524","+,,0","","","19800521",",,0","19800525",",,0","-25.0",",0,01,","356",",,0,03,+","8",",,0,24,+","0.8",",,0,21,","0.0",",0,25,","10180.8","0","822.3",",0","2.3",",,,0","32",",,,0","-8.19",",0","-5.33",",,,0","-11.05",",,,0","","","90",",X","","","17.5",",X"
"USW00027401","1980-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","10",",0","0",",0","0",",0","14",",0","4",",0","0",",0","0",",0","19","","12","","19800604",",,0","19800603","+,,0","19800607","+,,0","","","19800607",",,0","19800611",",,0","-5.0",",0,04,","102",",,0,03,+","0",",T,0,07,+","1.8",",,0,07,","13.9",",0,11,","10660.0","0","479.2",",0","3.1",",,,0","0",",T,,0","2.36",",0","5.01",",,,0","-0.29",",,,0","","","270",",X","","","13.4",",X"
"USW00027401","1980-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","27","","24","","19800722",",,0","19800731","+,,0","19800725",",,0","","","19800714",",,0","19800725",",,0","-1.1",",0,22,","0",",,0,31,+","0",",T,0,25,","8.9",",,0,14,","11.1",",0,25,","481.6","0","481.6",",0","26.3",",,,0","0",",T,,0","2.80",",0","4.38",",,,0","1.21",",,,0","","","315",",X","","","14.9",",X"
"USW00027401","1980-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","17",",0","5",",0","0",",0","1",",0","1",",0","0",",0","6",",0","0",",0","0",",0","0",",0","21","","12","","19800831",",,0","19800831",",,0","19800831",",,0","","","19800813",",,0","19800806",",,0","-3.3",",0,31,","25",",,0,31,","28",",,0,31,","5.6",",,0,13,","15.0",",0,06,","913.6","0","432.0",",0","31.4",",,,0","38",",,,0","4.40",",0","7.10",",,,0","1.69",",,,0","","","270",",X","","","25.2",",X"
"USW00027401","1980-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","12",",0","2",",0","0",",0","14","2,0","2","1,0","0",",0","28",",0","16",",0","0",",0","0",",0","16","","1","","19800925",",,0","19800930","+,2,0","19800917",",1,0","","","19800917",",,0","19800914",",,0","-14.4",",0,25,","102","2,,0,30,+","51","1,,0,17,","5.6",",,0,17,","10.6",",0,14,","1550.7","0","637.1",",0","17.9",",,,0","136","1,,,0","-2.91",",0","-0.63",",,,0","-5.18",",,,0","","","90",",X","","","22.1",",X"
"USW00027401","1980-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","1",",0","31",",0","30",",0","0",",0","0",",0","","","","","19801009",",,0","19801024","+,,0","19801002",",,0","","","19801007",",,0","19801016",",,0","-17.8",",0,09,","152",",,0,24,+","18",",,0,02,","1.3",",,0,07,","1.7",",0,16,","2339.8","0","789.1",",0","3.9",",,,0","52",",,,0","-7.12",",0","-4.62",",,,0","-9.63",",,,0","","","90",",X","","","27.8",",X"
"USW00027401","1980-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","30",",0","0",",0","17",",0","30",",0","30",",0","0",",0","0",",0","","","","","19801122",",,0","19801118","+,,0","19801113",",,0","","","19801126","+,,0","19801101",",,0","-30.6",",0,22,","152",",,0,18,+","13",",,0,13,","0.8",",,0,26,+","-6.1",",0,01,","3374.1","0","1034.3",",0","4.0",",,,0","50",",,,0","-16.14",",0","-13.71",",,,0","-18.57",",,,0","","","90",",X","","","25.2",",X"
"USW00027401","1980-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","29",",0","31",",0","31",",0","0",",0","0",",0","","","","","19801212",",,0","19801231","+,,0","19801203",",,0","","","19801203",",,0","19801203",",,0","-38.3",",0,12,","152",",,0,31,+","15",",,0,03,","1.0",",,0,03,","-8.9",",0,03,","4766.5","0","1392.4",",0","1.8",",,,0","23",",,,0","-26.58",",0","-23.12",",,,0","-30.05",",,,0","","","270","1,X","","","26.7","1,X"
"USW00027401","1981-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","6",",0","0",",0","0",",0","31",",0","0",",0","19",",0","31",",0","31",",0","0",",0","0",",0","","","","","19810101",",,0","19810131","+,,0","19810127","+,,0","","","19810123",",,0","19810131",",,0","-26.7",",0,01,","203",",,0,31,+","18",",,0,27,+","1.8",",,0,23,","-2.8",",0,31,","5808.4","0","1041.9",",0","5.4",",,,0","65",",,,0","-15.28",",0","-11.98",",,,0","-18.57",",,,0","","","90",",X","","","20.0",",X"
"USW00027401","1981-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","28",",0","0",",0","26",",0","28",",0","28",",0","0",",0","0",",0","","","","","19810216","+,,0","19810228","+,,0","19810224",",,0","","","19810224",",,0","19810201",",,0","-41.7",",0,16,+","203",",,0,28,+","5",",,0,24,","0.5",",,0,24,","-7.8",",0,01,","7074.1","0","1265.7",",0","0.8",",,,0","8",",,,0","-26.87",",0","-23.10",",,,0","-30.64",",,,0","","","270",",X","","","26.2",",X"
"USW00027401","1981-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","31",",0","1",",0","29",",0","31",",0","31",",0","0",",0","0",",0","","","","","19810304",",,0","19810331","+,,0","19810320",",,0","","","19810320",",,0","19810320","+,,0","-34.4",",0,04,","229",",,0,31,+","30",",,0,20,","3.0",",,0,20,","-8.3",",0,20,+","8334.8","0","1260.7",",0","5.1",",,,0","51",",,,0","-22.33",",0","-18.74",",,,0","-25.93",",,,0","","","90",",X","","","25.2",",X"
"USW00027401","1981-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","30",",0","0",",0","21",",0","30",",0","29",",0","0",",0","0",",0","","","","","19810413","+,,0","19810430","+,,0","19810405",",,0","","","19810405",",,0","19810429",",,0","-28.9",",0,13,+","229",",,0,30,+","8",",,0,05,","0.8",",,0,05,","1.7",",0,29,","9385.3","0","1050.5",",0","1.1",",,,0","11",",,,0","-16.68",",0","-12.24",",,,0","-21.13",",,,0","","","90",",X","","","13.9",",X"
"USW00027401","1981-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","28",",0","0",",0","0",",0","31",",0","18",",0","0",",0","0",",0","24","","12","","19810515","+,,0","19810501",",,0","19810526","+,,0","","","19810526","+,,0","19810507",",,0","-12.2",",0,15,+","203",",,0,01,","8",",,0,26,+","0.8",",,0,26,+","4.4",",0,07,","10058.4","0","673.1",",0","3.3",",,,0","37",",,,0","-3.38",",0","-0.92",",,,0","-5.84",",,,0","","","270",",X","","","22.1",",X"
"USW00027401","1981-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","0",",0","0",",0","21","","8","","19810605","+,,0","19810606","+,,0","19810630","+,,0","","","19810626",",,0","19810626",",,0","-3.3",",0,05,+","0",",T,0,06,+","0",",T,0,30,+","1.8",",,0,26,","8.3",",0,26,","10564.2","0","505.8",",0","1.8",",,,0","0",",T,,0","1.47",",0","3.42",",,,0","-0.47",",,,0","","","90",",X","","","14.9",",X"
"USW00027401","1981-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","22","","10","","19810703","+,,0","19810731","+,,0","19810714","+,,0","","","19810707",",,0","19810731",",,0","-1.1",",0,03,+","0",",,0,31,+","0",",T,0,14,+","4.3",",,0,07,","15.0",",0,31,","411.0","0","411.0",",0","15.4",",,,0","0",",T,,0","5.07",",0","8.08",",,,0","2.06",",,,0","","","270",",X","","","21.6",",X"
"USW00027401","1981-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","16",",0","5",",0","0",",0","2",",0","2",",0","0",",0","9",",0","2",",0","0",",0","0",",0","21","","9","","19810828",",,0","19810816",",,0","19810816",",,0","","","19810821",",,0","19810804",",,0","-2.8",",0,28,","51",",,0,16,","56",",,0,16,","12.2",",,0,21,","13.9",",0,04,","887.1","0","476.1",",0","37.7",",,,0","128",",,,0","2.98",",0","4.95",",,,0","1.00",",,,0","","","315",",X","","","20.6",",X"
"USW00027401","1981-09","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","15",",0","3",",0","0",",0","13",",0","3",",0","0",",0","30",",0","18",",0","0",",0","0",",0","25","","9","","19810930","+,,0","19810927","+,,0","19810917",",,0","","","19810917",",,0","19810911",",,0","-8.9",",0,30,+","178",",,0,27,+","84",",,0,17,","7.9",",,0,17,","3.9",",0,11,","1480.8","0","593.7",",0","21.6",",,,0","264",",,,0","-1.46",",0","-0.17",",,,0","-2.74",",,,0","","","45",",X","","","14.9",",X"
"USW00027401","1981-10","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","14",",0","2",",0","0",",0","31",",0","2",",0","0",",0","31",",0","31",",0","0",",0","0",",0","","","","","19811027",",,0","19811024","+,,0","19811026",",,0","","","19811026",",,0","19811008",",,0","-17.2",",0,27,","254",",,0,24,+","53",",,0,26,","4.6",",,0,26,","-1.7",",0,08,","2274.6","0","793.8",",0","17.6",",,,0","193",",,,0","-7.27",",0","-5.51",",,,0","-9.04",",,,0","","","270",",X","","","22.1",",X"
"USW00027401","1981-11","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","30",",0","2",",0","23",",0","30",",0","30",",0","0",",0","0",",0","","","","","19811123",",,0","19811130","+,,0","19811104",",,0","","","19811104",",,0","19811112",",,0","-32.8",",0,23,","254",",,0,30,+","33",",,0,04,","3.3",",,0,04,","-5.6",",0,12,","3341.4","0","1066.8",",0","5.4",",,,0","63",",,,0","-17.23",",0","-14.33",",,,0","-20.12",",,,0","","","90",",X","","","27.2",",X"
"USW00027401","1981-12","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","29",",0","31",",0","31",",0","0",",0","0",",0","","","","","19811228",",,0","19811231","+,,0","19811226","+,,0","","","19811226","+,,0","19811219","+,,0","-33.3",",0,28,","254",",,0,31,+","0",",T,0,26,+","0.0",",T,0,26,+","-7.8",",0,19,+","4591.4","0","1250.0",",0","0.0",",T,,0","0",",T,,0","-21.99",",0","-19.14",",,,0","-24.84",",,,0","","","270",",X","","","21.1",",X"
"USW00027401","1982-01","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","31",",0","31",",0","31",",0","0",",0","0",",0","","","","","19820112",",,0","19820131","+,,0","19820109",",,0","","","19820109",",,0","19820109",",,0","-35.0",",0,12,","254",",,0,31,+","5",",,0,09,","0.5",",,0,09,","-9.4",",0,09,","5963.6","0","1372.2",",0","0.5",",,,0","5",",,,0","-25.93",",0","-22.99",",,,0","-28.87",",,,0","","","90","3,X","","","18.0","3,X"
"USW00027401","1982-02","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","26","2,0","0","1,0","22",",0","28",",0","27",",0","0",",0","0",",0","6","","","","19820215",",,0","19820228","+,2,0","19820208",",1,0","","","19820208",",,0","19820204",",,0","-41.1",",0,15,","254","2,,0,28,+","13","1,,0,08,","1.3",",,0,08,","2.8",",0,04,","7115.8","0","1152.2",",0","2.6",",,,0","26","1,,,0","-22.82",",0","-18.43",",,,0","-27.20",",,,0","","","270",",X","","","30.8",",X"
"USW00027401","1982-03","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",X","5",",X","0",",X","0",",X","31",",X","1",",X","30",",X","31",",X","31",",X","0",",X","0",",X","6","","","","19820314",",,X","19820325","+,,X","19820322",",,X","","","19820322",",,X","19820301",",,X","-38.9",",X,14,","305",",,X,25,+","25",",,X,22,","1.5",",,X,22,","-7.8",",X,01,","8483.7","0","1367.9",",X","3.2",",,,X","56",",,,X","-25.79",",X","-21.45",",,,X","-30.14",",,,X","","","270",",X","","","20.6",",X"
"USW00027401","1982-04","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","0",",0","0",",0","30",",0","0",",0","22",",0","30",",0","28",",0","0",",0","0",",0","10","","","","19820417",",,0","19820430","+,,0","19820411",",,0","","","19820405",",,0","19820408","+,,0","-32.8",",0,17,","305",",,0,30,+","23",",,0,11,","0.8",",,0,05,","1.7",",0,08,+","9543.5","0","1059.8",",0","3.9",",,,0","108",",,,0","-17.00",",0","-11.36",",,,0","-22.63",",,,0","","","270",",X","","","18.5",",X"
"USW00027401","1982-05","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","3",",0","30",",0","20",",0","0",",0","0",",0","23","","3","","19820507","+,,0","19820517","+,,0","19820522",",,0","","","19820530",",,0","19820529",",,0","-20.0",",0,07,+","305",",,0,17,+","5",",,0,22,","0.5",",,0,30,","8.3",",0,29,","10281.4","0","737.9",",0","0.8",",,,0","5",",,,0","-5.47",",0","-1.56",",,,0","-9.38",",,,0","","","90",",X","","","17.5",",X"
"USW00027401","1982-06","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","9",",0","2",",0","0",",0","20",",0","0",",0","0",",0","0",",0","22","","6","","19820606","+,,0","19820603",",,0","19820616",",,0","","","19820612",",,0","19820628","+,,0","-2.8",",0,06,+","102",",,0,03,","76",",,0,16,","5.3",",,0,12,","15.6",",0,28,+","10750.2","0","468.8",",0","22.7",",,,0","137",",,,0","2.71",",0","5.47",",,,0","-0.06",",,,0","","","90",",X","","","17.0",",X"
"USW00027401","1982-07","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24","","16","","19820729","+,,0","19820731","+,,0","19820727",",,0","1","","19820727",",,0","19820721",",,0","0.6",",0,29,+","0",",,0,31,+","0",",T,0,27,","4.3",",,0,27,","17.8",",0,21,","365.7","0","365.7",",0","11.7",",,,0","0",",T,,0","6.54",",0","9.61",",,,0","3.46",",,,0","","","90",",X","","","15.9",",X"
"USW00027401","1982-08","70.13389","-143.57694","14.9","BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US","","","0.0","0","0.0",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","26","","17","","19820829","+,,0","19820831","+,,0","19820829","+,,0","","","19820802",",,0","19820813",",,0","-1.1",",0,29,+","0",",,0,31,+","0",",T,0,29,+","6.6",",,0,02,","18.3",",0,13,","815.9","0","450.2",",0","26.0",",,,0","0",",T,,0","3.81",",0","6.41",",,,0","1.21",",,,0","","","270",",X","","","18.5",",X"
