"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00026501","1964-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.8","X","0.0",",X","12",",X","2",",X","0",",X","30",",X","2",",X","18",",X","30",",X","28",",X","0",",X","0",",X","8","","","","19641122",",,X","19641121","+,,X","19641117",",,X","","","19641117",",,X","19641116",",,X","-30.6",",X,22,","356",",,X,21,+","58",",,X,17,","4.3",",,X,17,","1.7",",X,16,","2154.4","X","983.3",",X","15.9",",,,X","174",",,,X","-14.45",",X","-10.91",",,,X","-17.98",",,,X","","","","","80",",X","","","","","13.9",",X"
"USW00026501","1964-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.8","X","0.0","4,X","5",",X","1",",X","0",",X","31",",X","1",",X","29","2,X","29","2,X","29","2,X","0","2,X","0","2,X","14","","","","19641213","+,2,X","19641231",",,X","19641230",",,X","","","19641230",",,X","19641221",",2,X","-45.6","2,X,13,+","330",",,X,31,","36",",,X,30,","4.3",",,X,30,","-9.4","2,X,21,","3466.7","X","1312.3","2,X","7.9",",,,X","80",",,,X","-30.54","4,X","-26.67","2,,,X","-34.41","2,,,X","","","","","100",",X","","","","","14.9",",X"
"USW00026501","1965-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","11",",X","2",",X","0",",X","31",",X","2",",X","27","1,X","30","1,X","30","1,X","0","1,X","0","1,X","9","","","","19650101",",1,X","19650131","+,,X","19650105",",,X","","","19650114","+,,X","19650119",",1,X","-45.0","1,X,01,","457",",,X,31,+","33",",,X,05,","3.0",",,X,14,+","0.0","1,X,19,","4735.9","X","1269.2","1,X","14.0",",,,X","152",",,,X","-25.42","2,X","-19.34","1,,,X","-31.50","1,,,X","","","","","100",",X","","","","","12.9",",X"
"USW00026501","1965-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","9",",X","5",",X","0",",X","28",",X","3",",X","25","1,X","27","1,X","27","1,X","0","1,X","0","1,X","7","","","","19650205",",1,X","19650226","+,,X","19650210",",,X","","","19650210",",,X","19650223",",1,X","-42.8","1,X,05,","711",",,X,26,+","71",",,X,10,","5.6",",,X,10,","-12.8","1,X,23,","5910.4","X","1174.5","1,X","22.6",",,,X","217",",,,X","-26.63","2,X","-20.79","1,,,X","-32.47","1,,,X","","","","","350",",X","","","","","11.3",",X"
"USW00026501","1965-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","19",",X","5",",X","0",",X","31",",X","4",",X","9",",X","26",",X","13",",X","0",",X","0",",X","7","","","","19650315",",,X","19650320","+,,X","19650311",",,X","","","19650311",",,X","19650308",",,X","-34.4",",X,15,","787",",,X,20,+","130",",,X,11,","11.7",",,X,11,","5.6",",X,08,","6674.6","X","764.2",",X","39.4",",,,X","345",",,,X","-6.32",",X","-2.06",",,,X","-10.58",",,,X","","","","","250","1,X","","","","","12.3","1,X"
"USW00026501","1965-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","14",",X","4",",X","0",",X","23",",X","4",",X","1","1,X","27","1,X","11","1,X","0","1,X","0","1,X","5","","","","19650412",",1,X","19650413","+,,X","19650410",",,X","","","19650411",",,X","19650414",",1,X","-20.0","1,X,12,","406",",,X,13,+","102",",,X,10,","15.0",",,X,11,","5.6","1,X,14,","7270.9","X","596.3","1,X","41.6",",,,X","404",",,,X","-3.11","2,X","1.24","1,,,X","-7.47","1,,,X","","","","","10",",X","","","","","17.0",",X"
"USW00026501","1965-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","3",",X","0",",X","3",",X","1",",X","1",",X","16",",X","8",",X","0",",X","0",",X","3","","","","19650503",",,X","19650505","+,,X","19650502",",,X","","","19650531",",,X","19650527",",,X","-18.3",",X,03,","25",",,X,05,+","30",",,X,02,","6.9",",,X,31,","18.9",",X,27,","7777.7","X","506.8",",X","19.4",",,,X","35",",,,X","1.99",",X","6.54",",,,X","-2.56",",,,X","","","","","180",",X","","","","","13.4",",X"
"USW00026501","1965-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","1.1","X","1.1",",X","16",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","2","","","","19650602","+,,X","19650630","+,,X","19650630","+,,X","4","","19650617",",,X","19650627",",,X","3.3",",X,02,+","0",",,X,30,+","0",",,X,30,+","31.8",",,X,17,","26.1",",X,27,","7938.8","X","161.1",",X","61.4",",,,X","0",",,,X","13.00",",X","17.39",",,,X","8.61",",,,X","","","","","160","1,X","","","","","14.9","1,X"
"USW00026501","1965-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","3.9",",X","14",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","4","","","","19650719",",,X","19650731","+,,X","19650731","+,,X","2","","19650716",",,X","19650728",",,X","3.3",",X,19,","0",",,X,31,+","0",",,X,31,+","11.4",",,X,16,","27.8",",X,28,","129.5","X","129.5",",X","59.0",",,,X","0",",,,X","14.28",",X","18.25",",,,X","10.31",",,,X","","","","","140",",X","","","","","12.3",",X"
"USW00026501","1965-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","0.0",",X","19",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","8","","","","19650829",",,X","19650831","+,,X","19650825","+,,X","","","19650815",",,X","19650801",",,X","1.1",",X,29,","0",",,X,31,+","0",",T,X,25,+","16.0",",,X,15,","21.1",",X,01,","361.2","X","231.7",",X","84.5",",,,X","0",",T,,X","10.86",",X","13.80",",,,X","7.92",",,,X","","","","","150",",X","","","","","13.4",",X"
"USW00026501","1965-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","0.0","1,X","17","1,X","14","1,X","1","1,X","0","1,X","0","1,X","0","1,X","4","1,X","1","1,X","1","1,X","0","1,X","10","","","","19650929",",1,X","19650930","+,1,X","19650930","+,1,X","","","19650922",",1,X","19650910",",1,X","-5.6","1,X,29,","0","1,,X,30,+","0","1,T,X,30,+","31.2","1,,X,22,","21.1","1,X,10,","648.8","X","287.6","1,X","108.5","1,,,X","0","1,T,,X","8.42","1,X","11.61","1,,,X","5.22","1,,,X","","","","","20","2,X","","","","","13.4","2,X"
"USW00026501","1965-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","0.0",",X","8",",X","1",",X","0",",X","8",",X","1",",X","5",",X","31",",X","28",",X","0",",X","0",",X","3","","","","19651015",",,X","19651031",",,X","19651030",",,X","","","19651030",",,X","19651003","+,,X","-20.6",",X,15,","102",",,X,31,","71",",,X,30,","6.6",",,X,30,","2.8",",X,03,+","1485.7","X","836.9",",X","14.5",",,,X","148",",,,X","-8.66",",X","-5.43",",,,X","-11.90",",,,X","","","","","350",",X","","","","","15.4",",X"
"USW00026501","1965-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","0.0",",X","16",",X","4",",X","0",",X","22","2,X","5","1,X","16",",X","30",",X","26",",X","0",",X","0",",X","15","","","","19651102",",,X","19651130","+,2,X","19651118",",1,X","","","19651114",",,X","19651114",",,X","-27.8",",X,02,","152","2,,X,30,+","51","1,,X,18,","5.3",",,X,14,","6.1",",X,14,","2379.0","X","893.3",",X","30.7",",,,X","280","1,,,X","-11.45",",X","-7.86",",,,X","-15.03",",,,X","","","","","180",",X","","","","","23.1",",X"
"USW00026501","1965-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","5.0","X","0.0",",X","20",",X","4",",X","0",",X","31",",X","6",",X","23",",X","31",",X","31",",X","0",",X","0",",X","17","","","","19651218","+,,X","19651231",",,X","19651214",",,X","","","19651214",",,X","19651227",",,X","-44.4",",X,18,+","356",",,X,31,","46",",,X,14,","4.3",",,X,14,","0.0",",X,27,","3672.6","X","1293.6",",X","31.0",",,,X","314",",,,X","-23.40",",X","-18.66",",,,X","-28.13",",,,X","","","","","280",",X","","","","","18.5",",X"
"USW00026501","1966-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","2",",X","2",",X","0",",X","31",",X","2",",X","29","1,X","30","1,X","30","1,X","0","1,X","0","1,X","12","","","","19660101",",1,X","19660111","+,,X","19660108",",,X","","","19660108",",,X","19660127","+,1,X","-42.8","1,X,01,","356",",,X,11,+","46",",,X,08,","4.1",",,X,08,","-8.3","1,X,27,+","5047.7","X","1375.1","1,X","7.1",",,,X","89",",,,X","-29.13","2,X","-24.36","1,,,X","-33.91","1,,,X","","","","","110",",X","","","","","17.0",",X"
"USW00026501","1966-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","12",",X","7",",X","0",",X","28",",X","6",",X","22",",X","28",",X","28",",X","0",",X","0",",X","14","","","","19660222",",,X","19660215",",,X","19660212",",,X","","","19660213",",,X","19660215",",,X","-42.2",",X,22,","660",",,X,15,","102",",,X,12,","10.7",",,X,13,","-3.9",",X,15,","6128.0","X","1080.3",",X","44.9",",,,X","466",",,,X","-20.25",",X","-15.25",",,,X","-25.25",",,,X","","","","","220",",X","","","","","15.9",",X"
"USW00026501","1966-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","2",",X","0",",X","31",",X","2",",X","21",",X","31",",X","31",",X","0",",X","0",",X","8","","","","19660317",",,X","19660303","+,,X","19660330",",,X","","","19660330",",,X","19660328",",,X","-45.6",",X,17,","559",",,X,03,+","102",",,X,30,","9.1",",,X,30,","0.0",",X,28,","7361.5","X","1233.5",",X","18.4",",,,X","183",",,,X","-21.46",",X","-15.39",",,,X","-27.52",",,,X","","","","","320","2,X","","","","","11.8","2,X"
"USW00026501","1966-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","9",",X","2",",X","0",",X","30",",X","2",",X","12",",X","30",",X","19",",X","0",",X","0",",X","5","","","","19660421",",,X","19660402","+,,X","19660418",",,X","","","19660418",",,X","19660429",",,X","-31.1",",X,21,","508",",,X,02,+","56",",,X,18,","5.8",",,X,18,","8.9",",X,29,","8167.5","X","806.0",",X","13.5",",,,X","133",",,,X","-8.54",",X","-2.25",",,,X","-14.82",",,,X","","","","","30",",X","","","","","11.3",",X"
"USW00026501","1966-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","11",",X","2",",X","0",",X","8",",X","1",",X","0",",X","24",",X","1",",X","0",",X","0",",X","5","","","","19660515",",,X","19660501",",,X","19660522",",,X","","","19660509",",,X","19660531",",,X","-10.0",",X,15,","229",",,X,01,","28",",,X,22,","3.0",",,X,09,","18.3",",X,31,","8652.2","X","484.7",",X","11.3",",,,X","68",",,,X","2.70",",X","7.28",",,,X","-1.88",",,,X","","","","","340",",X","","","","","12.9",",X"
"USW00026501","1966-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","2","","","","19660616",",,X","19660630","+,,X","19660630","+,,X","2","","19660625",",,X","19660607","+,,X","6.1",",X,16,","0",",,X,30,+","0",",,X,30,+","7.9",",,X,25,","23.3",",X,07,+","8764.7","X","112.5",",X","19.9",",,,X","0",",,,X","14.58",",X","19.50",",,,X","9.67",",,,X","","","","","250",",X","","","","","12.9",",X"
"USW00026501","1966-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","14",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","1","","","","19660714",",,X","19660731","+,,X","19660731","+,,X","","","19660709",",,X","19660725","+,,X","3.9",",X,14,","0",",,X,31,+","0",",,X,31,+","10.7",",,X,09,","24.4",",X,25,+","143.1","X","143.1",",X","36.7",",,,X","0",",,,X","13.72",",X","18.05",",,,X","9.38",",,,X","","","","","180","2,X","","","","","17.0","2,X"
"USW00026501","1966-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.9","X","0.9",",X","17",",X","7",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","3",",X","0",",X","5","","","","19660820",",,X","19660831","+,,X","19660831","+,,X","1","","19660821",",,X","19660808",",,X","-0.6",",X,20,","0",",,X,31,+","0",",,X,31,+","6.6",",,X,21,","27.8",",X,08,","353.1","X","210.0",",X","40.3",",,,X","0",",,,X","11.59",",X","15.98",",,,X","7.19",",,,X","","","","","140",",X","","","","","11.3",",X"
"USW00026501","1966-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.9","X","0.0",",X","12",",X","2",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","0",",X","0",",X","3","","","","19660911",",,X","19660930","+,,X","19660930","+,,X","","","19660912",",,X","19660927",",,X","-3.9",",X,11,","0",",,X,30,+","0",",,X,30,+","3.0",",,X,12,","17.2",",X,27,","679.7","X","326.6",",X","13.3",",,,X","0",",,,X","7.45",",X","11.75",",,,X","3.14",",,,X","","","","","140","1,X","","","","","10.8","1,X"
"USW00026501","1966-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.9","X","0.0",",X","8",",X","3",",X","0",",X","0",",X","0",",X","4",",X","26",",X","17",",X","0",",X","0",",X","4","","","","19661027",",,X","19661031","+,,X","19661014","+,,X","","","19661001",",,X","19661002","+,,X","-23.3",",X,27,","0",",,X,31,+","5",",,X,14,+","4.1",",,X,01,","8.3",",X,02,+","1418.0","X","738.3",",X","13.1",",,,X","21",",,,X","-5.48",",X","-2.74",",,,X","-8.23",",,,X","","","","","360",",X","","","","","13.9",",X"
"USW00026501","1966-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.9","X","0.0",",X","17",",X","3",",X","0",",X","27","2,X","3","1,X","11",",X","30",",X","29",",X","0",",X","0",",X","7","","","","19661127",",,X","19661130","+,2,X","19661120",",1,X","","","19661120",",,X","19661106",",,X","-32.8",",X,27,","432","2,,X,30,+","79","1,,X,20,","6.4",",,X,20,","2.2",",X,06,","2369.4","X","951.4",",X","25.4",",,,X","305","1,,,X","-13.38",",X","-9.92",",,,X","-16.84",",,,X","","","","","230","1,X","","","","","16.4","1,X"
"USW00026501","1966-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.9","X","0.0","4,X","8",",X","1",",X","0",",X","31",",X","2",",X","24","2,X","29","2,X","29","2,X","0","2,X","0","2,X","19","","","","19661209",",2,X","19661231","+,,X","19661231","+,,X","","","19661217",",,X","19661230",",2,X","-44.4","2,X,09,","584",",,X,31,+","30",",,X,31,+","3.0",",,X,17,","-3.3","2,X,30,","3569.2","X","1199.8","2,X","10.5",",,,X","115",",,,X","-25.99","4,X","-21.87","2,,,X","-30.11","2,,,X","","","","","90",",X","","","","","11.3",",X"
"USW00026501","1967-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","8",",X","0",",X","0",",X","31",",X","0",",X","27","1,X","30","1,X","30","1,X","0","1,X","0","1,X","12","","","","19670115",",1,X","19670131","+,,X","19670104",",,X","","","19670104",",,X","19670122","+,1,X","-42.2","1,X,15,","686",",,X,31,+","15",",,X,04,","1.3",",,X,04,","-6.1","1,X,22,+","4773.0","X","1203.8","1,X","5.8",",,,X","51",",,,X","-23.15","2,X","-17.48","1,,,X","-28.81","1,,,X","","","","","90",",X","","","","","15.9",",X"
"USW00026501","1967-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","12",",X","0",",X","0",",X","28",",X","0","1,X","22",",X","28",",X","27",",X","0",",X","0",",X","6","","","","19670215",",,X","19670228","+,,X","19670228","+,1,X","","","19670218",",,X","19670221",",,X","-41.7",",X,15,","787",",,X,28,+","18","1,,X,28,+","1.5",",,X,18,","1.7",",X,21,","5861.0","X","1088.0",",X","8.4",",,,X","86","1,,,X","-20.52",",X","-15.67",",,,X","-25.38",",,,X","","","","","110","1,X","","","","","14.4","1,X"
"USW00026501","1967-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","17",",X","1",",X","0",",X","31",",X","1",",X","11",",X","31",",X","25",",X","0",",X","0",",X","6","","","","19670323",",,X","19670330",",,X","19670304",",,X","","","19670304",",,X","19670331",",,X","-32.2",",X,23,","1016",",,X,30,","38",",,X,04,","3.0",",,X,04,","3.3",",X,31,","6718.2","X","857.2",",X","21.7",",,,X","212",",,,X","-9.32",",X","-3.94",",,,X","-14.70",",,,X","","","","","225","2,X","","","","","18.0","2,X"
"USW00026501","1967-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0",",X","22",",X","3",",X","0",",X","30",",X","1",",X","1",",X","25",",X","10",",X","0",",X","0",",X","7","","","","19670412",",,X","19670402",",,X","19670401",",,X","","","19670401",",,X","19670430",",,X","-18.3",",X,12,","965",",,X,02,","28",",,X,01,","3.0",",,X,01,","13.9",",X,30,","7307.7","X","589.5",",X","28.5",",,,X","223",",,,X","-1.32",",X","2.03",",,,X","-4.66",",,,X","","","","","180",",X","","","","","17.0",",X"
"USW00026501","1967-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","0.0","X","0.0","2,X","6",",X","0",",X","0",",X","2",",X","0",",X","0","1,X","10","1,X","0","1,X","0","1,X","0","1,X","","","","","19670506",",1,X","19670501",",,X","19670504",",,X","2","","19670531",",,X","19670530","+,1,X","-5.6","1,X,06,","51",",,X,01,","3",",,X,04,","2.3",",,X,31,","17.8","1,X,30,+","7635.9","X","328.2","1,X","6.1",",,,X","3",",,,X","6.87","2,X","11.92","1,,,X","1.81","1,,,X","","","","","270",",X","","","","","15.4",",X"
"USW00026501","1967-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","4.7","X","4.7",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","2","","","","19670603",",,X","19670630","+,,X","19670602","+,,X","1","","19670604",",,X","19670617",",,X","1.1",",X,03,","0",",,X,30,+","0",",T,X,02,+","7.9",",,X,04,","27.8",",X,17,","7782.8","X","146.9",",X","24.7",",,,X","0",",T,,X","13.60",",X","18.12",",,,X","9.07",",,,X","","","","","270",",X","","","","","12.3",",X"
"USW00026501","1967-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","10.9","X","6.2",",X","19",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","9","","","","19670701",",,X","19670731","+,,X","19670731","+,,X","","","19670716",",,X","19670713",",,X","5.0",",X,01,","0",",,X,31,+","0",",,X,31,+","22.6",",,X,16,","29.4",",X,13,","140.2","X","140.2",",X","90.6",",,,X","0",",,,X","14.01",",X","17.76",",,,X","10.25",",,,X","","","","","225",",X","","","","","15.4",",X"
"USW00026501","1967-08","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.0","X","1.1",",X","16",",X","11",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","11","","","","19670829",",,X","19670831","+,,X","19670831","+,,X","","","19670812",",,X","19670807",",,X","1.7",",X,29,","0",",,X,31,+","0",",,X,31,+","39.4",",,X,12,","26.1",",X,07,","324.2","X","184.0",",X","119.5",",,,X","0",",,,X","12.43",",X","16.08",",,,X","8.79",",,,X","","","","","","","","","","","",""
"USW00026501","1967-09","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.0","X","0.0",",X","12",",X","4",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","0",",X","4","","","","19670925",",,X","19670930","+,,X","19670902",",,X","","","19670919",",,X","19670917",",,X","-0.6",",X,25,","0",",,X,30,+","8",",,X,02,","6.1",",,X,19,","17.2",",X,17,","642.1","X","317.9",",X","21.8",",,,X","8",",,,X","7.74",",X","12.34",",,,X","3.13",",,,X","","","","","360","1,X","","","","","13.4","1,X"
"USW00026501","1967-10","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.0","X","0.0",",X","10",",X","1",",X","0",",X","9",",X","1",",X","5",",X","24",",X","17",",X","0",",X","0",",X","7","","","","19671031",",,X","19671031","+,,X","19671027",",,X","","","19671027",",,X","19671003",",,X","-23.3",",X,31,","127",",,X,31,+","86",",,X,27,","7.4",",,X,27,","9.4",",X,03,","1366.7","X","724.6",",X","14.9",",,,X","147",",,,X","-5.04",",X","-1.90",",,,X","-8.18",",,,X","","","","","90","1,X","","","","","16.4","1,X"
"USW00026501","1967-11","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.0","X","0.0","2,X","15",",X","5",",X","0",",X","30",",X","4",",X","16","1,X","28","1,X","21","1,X","0","1,X","0","1,X","6","","","","19671130",",1,X","19671120","+,,X","19671111",",,X","","","19671120",",,X","19671112",",1,X","-33.3","1,X,30,","254",",,X,20,+","53",",,X,11,","4.8",",,X,20,","6.7","1,X,12,","2247.4","X","880.7","1,X","26.6",",,,X","277",",,,X","-12.88","2,X","-8.29","1,,,X","-17.46","1,,,X","","","","","180",",X","","","","","26.7",",X"
"USW00026501","1967-12","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","12.0","X","0.0","2,X","16",",X","4",",X","0",",X","31",",X","4",",X","16","1,X","30","1,X","27","1,X","0","1,X","0","1,X","14","","","","19671202",",1,X","19671228",",,X","19671212",",,X","","","19671212",",,X","19671229",",1,X","-38.3","1,X,02,","457",",,X,28,","127",",,X,12,","13.7",",,X,12,","3.3","1,X,29,","3287.3","X","1039.9","1,X","36.6",",,,X","367",",,,X","-17.75","2,X","-13.88","1,,,X","-21.61","1,,,X","","","","","90",",X","","","","","12.9",",X"
"USW00026501","1968-01","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","","","11",",X","3",",X","0",",X","31",",X","2",",X","21","3,X","28","3,X","24","3,X","0","3,X","0","3,X","15","","","","19680120",",3,X","19680131","+,,X","19680125",",,X","","","19680125",",,X","19680102",",3,X","-46.7","3,X,20,","508",",,X,31,+","43",",,X,25,","4.6",",,X,25,","3.3","3,X,02,","","","","","15.8",",,,X","173",",,,X","-20.88","6,X","-15.67","3,,,X","-26.10","3,,,X","","","","","90","1,X","","","","","13.4","1,X"
"USW00026501","1968-02","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","0.0","4,X","11",",X","6",",X","0",",X","29",",X","8",",X","22","2,X","27","2,X","26","2,X","0","2,X","0","2,X","15","","","","19680206",",2,X","19680215",",,X","19680207",",,X","","","19680229",",,X","19680228",",2,X","-49.4","2,X,06,","762",",,X,15,","84",",,X,07,","5.6",",,X,29,","2.8","2,X,28,","","","1040.5","2,X","28.8",",,,X","494",",,,X","-23.16","4,X","-17.73","2,,,X","-28.58","2,,,X","","","","","360","2,X","","","","","17.5","2,X"
"USW00026501","1968-03","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","0.0",",X","7",",X","3",",X","0",",X","31",",X","4",",X","25",",X","31",",X","31",",X","0",",X","0",",X","5","","","","19680319",",,X","19680307","+,,X","19680303",",,X","","","19680303",",,X","19680330",",,X","-34.4",",X,19,","838",",,X,07,+","64",",,X,03,","4.3",",,X,03,","-0.6",",X,30,","","","1043.4",",X","15.0",",,,X","217",",,,X","-15.32",",X","-8.02",",,,X","-22.63",",,,X","","","","","135",",X","","","","","9.8",",X"
"USW00026501","1968-04","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","0.0","2,X","7",",X","1",",X","0",",X","30",",X","3",",X","8","1,X","29","1,X","14","1,X","0","1,X","0","1,X","5","","","","19680408",",1,X","19680402","+,,X","19680426",",,X","","","19680426",",,X","19680430",",1,X","-28.3","1,X,08,","737",",,X,02,+","41",",,X,26,","5.3",",,X,26,","5.6","1,X,30,","","","687.7","1,X","13.6",",,,X","184",",,,X","-6.34","2,X","-1.09","1,,,X","-11.59","1,,,X","","","","","90",",X","","","","","18.0",",X"
"USW00026501","1968-05","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","0.0",",X","10",",X","2",",X","0",",X","9",",X","0",",X","0",",X","13",",X","1",",X","0",",X","0",",X","1","","","","19680502",",,X","19680502","+,,X","19680501",",,X","","","19680511",",,X","19680527",",,X","-9.4",",X,02,","254",",,X,02,+","3",",,X,01,","6.4",",,X,11,","16.1",",X,27,","","","425.6",",X","16.9",",,,X","3",",,,X","4.60",",X","9.03",",,,X","0.18",",,,X","","","","","68",",X","","","","","13.4",",X"
"USW00026501","1968-06","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","0.0",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","","","","","19680601",",,X","19680630","+,,X","19680630","+,,X","2","","19680629","+,,X","19680613",",,X","0.6",",X,01,","0",",,X,30,+","0",",,X,30,+","2.5",",,X,29,+","23.9",",X,13,","","","142.4",",X","7.3",",,,X","0",",,,X","13.59",",X","18.58",",,,X","8.60",",,,X","","","","","","","","","","","",""
"USW00026501","1968-07","64.73667","-156.93444","46.6","GALENA AIRPORT, AK US","","","","","25.1",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","1","","","","19680712","+,,X","19680731","+,,X","19680731","+,,X","4","","19680714",",,X","19680725",",,X","7.8",",X,12,+","0",",,X,31,+","0",",,X,31,+","11.2",",,X,14,","30.6",",X,25,","73.6","X","73.6",",X","36.1",",,,X","0",",,,X","16.77",",X","21.82",",,,X","11.72",",,,X","","","","","340",",X","","","","","12.9",",X"
