"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003816","2018-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","17.59",",,,W","1014.1",",,,W","999.4",",,,W","19.91",",,,W","2.5",",W","190.8","W","178.9",",W","15",",W","12",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","4",",W","21","","","","20180508",",,W","20180531","+,,W","20180531",",,W","17","","20180531",",,W","20180527",",,W","9.4",",W,08,","0",",,W,31,+","0",",T,W,31,","38.4",",,W,31,","33.9",",W,27,","2292.1","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","158.8",",,,W","","","70",",,,W","50",",,,W","90",",,,W","0",",T,,W","24.10",",W","29.80",",,,W","18.40",",,,W","","","","","250",",W","250",",W","","","","","14.3",",W","19.2",",W","",""
"USW00003816","2018-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","20.58",",,,W","1013.3",",,,W","998.6",",,,W","22.48",",,,W","2.2",",W","433.0","W","242.2",",W","12",",W","8",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","19",",W","18","","1","","20180604",",,W","20180630","+,,W","20180630","+,,W","13","","20180621",",,W","20180616","+,,W","15.0",",W,04,","0",",,W,30,+","0",",,W,30,+","26.9",",,W,21,","35.0",",W,16,+","2292.1","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","115.2",",,,W","","","73",",,,W","52",",,,W","93",",,,W","0",",,,W","26.41",",W","32.24",",,,W","20.57",",,,W","","","","","350",",W","340",",W","","","","","15.7",",W","27.7",",W","",""
"USW00003816","2018-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","20.88",",,,W","1016.2",",,,W","1001.6",",,,W","22.73",",,,W","2.0",",W","695.5","W","262.5",",W","5",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","20",",W","18","","1","","20180731","+,,W","20180731","+,,W","20180731","+,,W","9","","20180715",",,W","20180714","+,,W","17.2",",W,31,+","0",",,W,31,+","0",",,W,31,+","23.1",",,W,15,","36.7",",W,14,+","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","46.0",",,,W","","","73",",,,W","52",",,,W","92",",,,W","0",",,,W","26.80",",W","32.67",",,,W","20.93",",,,W","","","","","160",",W","160","1,W","","","","","10.3",",W","15.7","1,W","",""
"USW00003816","2018-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","20.29",",,,W","1016.2",",,,W","1001.5",",,,W","21.94",",,,W","1.9",",W","924.7","W","229.2",",W","12",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","16",",W","23","","4","","20180823",",,W","20180831","+,,W","20180831","+,,W","7","","20180820",",,W","20180806",",,W","11.7",",W,23,","0",",,W,31,+","0",",,W,31,+","18.5",",,W,20,","35.0",",W,06,","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","64.3",",,,W","","","75",",,,W","52",",,,W","92",",,,W","0",",,,W","25.73",",W","31.48",",,,W","19.97",",,,W","","","","","270",",W","260",",W","","","","","13.9",",W","21.5",",W","",""
"USW00003816","2018-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","18.37",",,,W","1017.1",",,,W","1002.3",",,,W","20.02",",,,W","1.9",",W","1096.2","W","171.5",",W","10",",W","8",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","16",",W","22","","2","","20180928",",,W","20180930","+,,W","20180930","+,,W","5","","20180908",",,W","20180920",",,W","8.9",",W,28,","0",",,W,30,+","0",",,W,30,+","64.3",",,W,08,","36.1",",W,20,","4.7","W","","","","","4.7",",W","","","","","","","","","","","","","","","","","","","","","164.9",",,,W","","","76",",,,W","53",",,,W","93",",,,W","0",",,,W","23.89",",W","29.64",",,,W","18.14",",,,W","","","","","330",",W","330",",W","","","","","8.1",",W","12.5",",W","",""
"USW00003816","2018-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","10.19",",,,W","1018.4",",,,W","1003.2",",,,W","12.78",",,,W","2.5",",W","1168.7","W","72.5",",W","9",",W","8",",W","1",",W","0",",W","0",",W","0",",W","1",",W","0",",W","15",",W","5",",W","18","","","","20181021",",,W","20181031","+,,W","20181031","+,,W","1","","20181031",",,W","20181007","+,,W","-1.0",",W,21,","0",",,W,31,+","0",",,W,31,+","61.2",",,W,31,","32.8",",W,07,+","146.9","W","","","","","142.2",",W","","","","","","","","","","","","","","","","","","","","","116.9",",,,W","","","71",",,,W","48",",,,W","91",",,,W","0",",,,W","16.08",",W","22.23",",,,W","9.94",",,,W","","","","","20",",W","30",",W","","","","","13.0",",W","17.4",",W","",""
"USW00003816","2018-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","1.06",",,,W","1018.9",",,,W","1003.6",",,,W","3.74",",,,W","3.1",",W","1168.7","W","0.0",",W","14",",W","8",",W","2",",W","2",",W","1",",W","0",",W","14",",W","0",",W","0",",W","0",",W","21","","3","","20181128",",,W","20181114",",,W","20181114",",,W","2","","20181101",",,W","20181106",",,W","-7.7",",W,28,","50",",,W,14,","41",",,W,14,","65.8",",,W,01,","18.9",",W,06,","525.1","W","","","","","378.2",",W","","","","","","","","","","","","","","","","","","","","","142.0",",,,W","","","73",",,,W","55",",,,W","90",",,,W","59",",,,W","5.73",",W","10.65",",,,W","0.80",",,,W","","","","","260",",W","250","1,W","","","","","20.6",",W","21.9","1,W","",""
"USW00003816","2018-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","0.47","1,,,W","1019.0","1,,,W","1003.8","1,,,W","3.43","1,,,W","3.3",",W","1168.7","W","0.0",",W","12",",W","6",",W","2",",W","0","1,W","0","1,W","0",",W","18",",W","0",",W","0",",W","0",",W","15","","","","20181211",",,W","20181231","+,1,W","20181223","+,1,W","","","20181214",",,W","20181231",",,W","-7.1",",W,11,","0","1,,W,31,+","0","1,T,W,23,+","38.9",",,W,14,","20.0",",W,31,","920.0","W","","","","","394.9",",W","","","","","","","","","","","","","","","","","","","","","142.0",",,,W","","","72",",,,W","55",",,,W","87",",,,W","0","1,T,,W","5.59",",W","10.21",",,,W","0.98",",,,W","","","","","240",",W","230",",W","","","","","13.9",",W","20.1",",W","",""
"USW00003816","2019-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","-2.28",",,,W","1020.9",",,,W","1005.4",",,,W","0.91",",,,W","3.5",",W","0.0","W","0.0",",W","12",",W","6",",W","2",",W","2",",W","1",",W","0",",W","17",",W","5",",W","0",",W","0",",W","17","","","","20190130",",,W","20190120",",,W","20190119",",,W","2","","20190119",",,W","20190108","+,,W","-11.0",",W,30,","50",",,W,20,","46",",,W,19,","43.2",",,W,19,","17.8",",W,08,+","1407.1","W","","","","","487.1",",W","","","","","","","","","","","","","","","","","","","","","121.5",",,,W","","","71",",,,W","57",",,,W","87",",,,W","82",",,,W","2.62",",W","6.63",",,,W","-1.39",",,,W","","","","","60",",W","50",",W","","","","","14.8",",W","20.6",",W","",""
"USW00003816","2019-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","1.11",",,,W","1019.5",",,,W","1004.1",",,,W","3.99",",,,W","3.5",",W","0.0","W","0.0",",W","15",",W","9",",W","5",",W","0",",W","0",",W","0",",W","15",",W","1",",W","1",",W","0",",W","18","","2","","20190209","+,,W","20190216",",,W","20190215",",,W","4","","20190220",",,W","20190203",",,W","-7.1",",W,09,+","0",",T,W,16,","8",",,W,15,","46.0",",,W,20,","21.1",",W,03,","1746.3","W","","","","","339.2",",W","","","","","","","","","","","","","","","","","","","","","264.9",",,,W","","","73",",,,W","54",",,,W","89",",,,W","8",",,,W","6.22",",W","11.30",",,,W","1.14",",,,W","","","","","250",",W","270",",W","","","","","18.3",",W","27.3",",W","",""
"USW00003816","2019-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","-0.39",",,,W","1021.8","1,,,W","1006.5","1,,,W","4.26",",,,W","3.5",",W","0.0","W","0.0",",W","9",",W","7",",W","3",",W","0",",W","0",",W","0",",W","12",",W","1",",W","3",",W","0",",W","13","","","","20190304",",,W","20190331","+,,W","20190303",",,W","5","","20190314",",,W","20190313",",,W","-11.0",",W,04,","0",",,W,31,+","8",",,W,03,","66.0",",,W,14,","24.4",",W,13,","2089.0","W","","","","","342.7",",W","","","","","","","","","","","","","","","","","","","","","168.7",",,,W","","","60",",,,W","40",",,,W","85",",,,W","8",",,,W","7.28",",W","13.19",",,,W","1.36",",,,W","","","","","220",",W","220",",W","","","","","14.3",",W","20.6",",W","",""
"USW00003816","2019-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","8.13",",,,W","1013.9",",,,W","998.8",",,,W","11.72",",,,W","3.1",",W","12.3","W","12.3",",W","12",",W","7",",W","2",",W","0",",W","0",",W","0",",W","3",",W","0",",W","18",",W","0",",W","16","","3","","20190401",",,W","20190430","+,,W","20190430","+,,W","2","","20190418",",,W","20190430",",,W","-1.6",",W,01,","0",",,W,30,+","0",",,W,30,+","46.7",",,W,18,","28.9",",W,30,","2196.1","W","","","","","107.1",",W","","","","","","","","","","","","","","","","","","","","","142.6",",,,W","","","64",",,,W","43",",,,W","89",",,,W","0",",,,W","15.17",",W","21.86",",,,W","8.49",",,,W","","","","","220",",W","190",",W","","","","","11.6",",W","21.0",",W","",""
"USW00003816","2019-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","15.37",",,,W","1013.6",",,,W","998.9",",,,W","17.50",",,,W","2.7",",W","118.7","W","106.4",",W","14",",W","13",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","27",",W","3",",W","22","","3","","20190514",",,W","20190531","+,,W","20190531","+,,W","6","","20190502",",,W","20190524",",,W","4.4",",W,14,","0",",,W,31,+","0",",,W,31,+","96.3",",,W,02,","32.8",",W,24,","2224.2","W","","","","","28.1",",W","","","","","","","","","","","","","","","","","","","","","281.8",",,,W","","","73",",,,W","53",",,,W","92",",,,W","0",",,,W","20.86",",W","26.45",",,,W","15.26",",,,W","","","","","270",",W","260",",W","","","","","14.3",",W","21.0",",W","",""
"USW00003816","2019-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","17.76",",,,W","1013.6",",,,W","998.9",",,,W","19.99",",,,W","2.6",",W","288.9","W","170.2",",W","11",",W","10",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","6",",W","20","","1","","20190614",",,W","20190630","+,,W","20190630","+,,W","12","","20190608",",,W","20190630",",,W","10.0",",W,14,","0",",,W,30,+","0",",,W,30,+","30.7",",,W,08,","35.0",",W,30,","2224.2","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","139.1",",,,W","","","71",",,,W","50",",,,W","92",",,,W","0",",,,W","24.01",",W","29.73",",,,W","18.29",",,,W","","","","","260",",W","270",",W","","","","","17.9",",W","25.9",",W","",""
"USW00003816","2019-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","20.77",",,,W","1015.8",",,,W","1001.3",",,,W","22.52",",,,W","2.2",",W","542.7","W","253.8",",W","13",",W","8",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","19",",W","21","","2","","20190725",",,W","20190731","+,,W","20190731","+,,W","10","","20190710",",,W","20190701",",,W","15.0",",W,25,","0",",,W,31,+","0",",,W,31,+","47.5",",,W,10,","35.6",",W,01,","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","187.8",",,,W","","","74",",,,W","54",",,,W","92",",,,W","0",",,,W","26.52",",W","31.92",",,,W","21.12",",,,W","","","","","140",",W","180",",W","","","","","14.3",",W","29.5",",W","",""
"USW00003816","2019-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","20.11",",,,W","1014.6",",,,W","1000.0",",,,W","21.88",",,,W","1.9",",W","775.4","W","232.7",",W","6",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","16",",W","18","","3","","20190829",",,W","20190831","+,,W","20190831","+,,W","8","","20190822",",,W","20190820","+,,W","13.3",",W,29,","0",",,W,31,+","0",",,W,31,+","51.3",",,W,22,","35.0",",W,20,+","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","111.8",",,,W","","","74",",,,W","53",",,,W","92",",,,W","0",",,,W","25.84",",W","31.68",",,,W","20.00",",,,W","","","","","20",",W","30",",W","","","","","15.7",",W","20.6",",W","",""
"USW00003816","2019-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","17.98",",,,W","1017.2",",,,W","1002.5",",,,W","20.43",",,,W","1.8",",W","976.4","W","201.0",",W","2",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","21",",W","15","","1","","20190924",",,W","20190930","+,,W","20190930","+,,W","","","20190926",",,W","20190916",",,W","9.4",",W,24,","0",",,W,30,+","0",",,W,30,+","6.6",",,W,26,","36.1",",W,16,","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","8.1",",,,W","","","68",",,,W","42",",,,W","91",",,,W","0",",,,W","25.03",",W","32.51",",,,W","17.56",",,,W","","","","","240",",W","240",",W","","","","","9.8",",W","14.8",",W","",""
"USW00003816","2019-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","9.42",",,,W","1016.6",",,,W","1001.6",",,,W","12.31",",,,W","2.6",",W","1010.3","W","33.9",",W","10",",W","8",",W","2",",W","0",",W","0",",W","0",",W","1",",W","0",",W","18",",W","3",",W","19","","2","","20191031",",,W","20191031","+,,W","20191031",",,W","2","","20191026",",,W","20191002",",,W","-2.7",",W,31,","0",",,W,31,+","0",",T,W,31,","66.0",",,W,26,","35.6",",W,02,","129.5","W","","","","","129.5",",W","","","","","","","","","","","","","","","","","","","","","164.3",",,,W","","","70",",,,W","45",",,,W","91",",,,W","0",",T,,W","15.25",",W","22.18",",,,W","8.32",",,,W","","","","","250",",W","350",",W","","","","","11.6",",W","17.0",",W","",""
"USW00003816","2019-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","0.46",",,,W","1020.5",",,,W","1005.3",",,,W","3.60",",,,W","2.8",",W","1010.3","W","0.0",",W","11",",W","10",",W","3",",W","1",",W","1",",W","0",",W","16",",W","1",",W","0",",W","0",",W","18","","","","20191113",",,W","20191112",",,W","20191111",",,W","3","","20191107",",,W","20191110",",,W","-12.1",",W,13,","30",",,W,12,","30",",,W,11,","31.8",",,W,07,","20.0",",W,10,","500.0","W","","","","","370.5",",W","","","","","","","","","","","","","","","","","","","","","141.2",",,,W","","","71",",,,W","47",",,,W","90",",,,W","30",",,,W","5.98",",W","12.17",",,,W","-0.21",",,,W","","","","","260",",W","250",",W","","","","","14.3",",W","19.7",",W","",""
"USW00003816","2019-12","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","0.96",",,,W","1019.2",",,,W","1003.7",",,,W","3.75",",,,W","2.8",",W","1010.3","W","0.0",",W","7",",W","3",",W","1",",W","0",",W","0",",W","0",",W","16",",W","1",",W","3",",W","0",",W","18","","4","","20191219","+,,W","20191231","+,,W","20191217","+,,W","1","","20191229",",,W","20191228","+,,W","-7.1",",W,19,+","0",",,W,31,+","0",",T,W,17,+","25.7",",,W,29,","21.1",",W,28,+","880.5","W","","","","","380.5",",W","","","","","","","","","","","","","","","","","","","","","53.7",",,,W","","","72",",,,W","52",",,,W","89",",,,W","0",",T,,W","6.06",",W","11.96",",,,W","0.15",",,,W","","","","","260",",W","260",",W","","","","","13.4",",W","20.1",",W","",""
"USW00003816","2020-01","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","0.05",",,,W","1021.2",",,,W","1005.7",",,,W","2.98",",,,W","3.2",",W","0.0","W","0.0",",W","13",",W","8",",W","1",",W","0",",W","0",",W","0",",W","17",",W","2",",W","0",",W","0",",W","22","","2","","20200121",",,W","20200131","+,,W","20200124","+,,W","2","","20200111",",,W","20200111",",,W","-8.8",",W,21,","0",",,W,31,+","0",",T,W,24,+","78.5",",,W,11,","19.4",",W,11,","1304.9","W","","","","","424.4",",W","","","","","","","","","","","","","","","","","","","","","143.5",",,,W","","","73",",,,W","55",",,,W","88",",,,W","0",",T,,W","4.64",",W","8.86",",,,W","0.42",",,,W","","","","","170",",W","190",",W","","","","","11.6",",W","18.8",",W","",""
"USW00003816","2020-02","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","-0.79",",,,W","1019.4",",,,W","1004.0",",,,W","2.62",",,,W","3.5",",W","0.0","W","0.0",",W","15",",W","8",",W","3",",W","0",",W","0",",W","0",",W","13",",W","1",",W","1",",W","0",",W","15","","","","20200214",",,W","20200229","+,,W","20200226","+,,W","","","20200204",",,W","20200203",",,W","-10.5",",W,14,","0",",,W,29,+","0",",T,W,26,+","66.8",",,W,04,","21.7",",W,03,","1698.5","W","","","","","393.6",",W","","","","","","","","","","","","","","","","","","","","","177.5",",,,W","","","69",",,,W","51",",,,W","88",",,,W","0",",T,,W","4.76",",W","9.79",",,,W","-0.27",",,,W","","","","","10",",W","200",",W","","","","","9.8",",W","16.5",",W","",""
"USW00003816","2020-03","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","5.62",",,,W","1019.0",",,,W","1003.8",",,,W","8.91",",,,W","3.5",",W","6.9","W","6.9",",W","15",",W","14",",W","1",",W","0",",W","0",",W","0",",W","2",",W","0",",W","6",",W","0",",W","20","","2","","20200307",",,W","20200331","+,,W","20200331","+,,W","8","","20200314",",,W","20200326",",,W","-3.2",",W,07,","0",",,W,31,+","0",",,W,31,+","29.7",",,W,14,","28.3",",W,26,","1904.6","W","","","","","206.1",",W","","","","","","","","","","","","","","","","","","","","","171.5",",,,W","","","68",",,,W","49",",,,W","89",",,,W","0",",,,W","11.91",",W","17.25",",,,W","6.56",",,,W","","","","","240",",W","250",",W","","","","","16.5",",W","23.7",",W","",""
"USW00003816","2020-04","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","5.51",",,,W","1014.4",",,,W","999.2",",,,W","9.65",",,,W","3.1",",W","15.3","W","8.4",",W","12",",W","7",",W","0",",W","0",",W","0",",W","0",",W","2",",W","0",",W","12",",W","0",",W","13","","1","","20200415",",,W","20200430","+,,W","20200430","+,,W","4","","20200429",",,W","20200408",",,W","-1.6",",W,15,","0",",,W,30,+","0",",,W,30,+","17.5",",,W,29,","28.9",",W,08,","2064.2","W","","","","","159.6",",W","","","","","","","","","","","","","","","","","","","","","70.7",",,,W","","","62",",,,W","40",",,,W","88",",,,W","0",",,,W","13.29",",W","19.78",",,,W","6.80",",,,W","","","","","360",",W","290",",W","","","","","13.0",",W","19.7",",W","",""
"USW00003816","2020-05","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","12.45",",,,W","1015.6",",,,W","1000.8",",,,W","15.20",",,,W","2.9",",W","88.8","W","73.5",",W","14",",W","10",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","23",",W","1",",W","13","","1","","20200509",",,W","20200531","+,,W","20200531","+,,W","6","","20200513",",,W","20200525",",,W","2.2",",W,09,","0",",,W,31,+","0",",,W,31,+","22.1",",,W,13,","32.8",",W,25,","2120.6","W","","","","","56.4",",W","","","","","","","","","","","","","","","","","","","","","120.5",",,,W","","","69",",,,W","47",",,,W","91",",,,W","0",",,,W","18.88",",W","24.41",",,,W","13.35",",,,W","","","","","140",",W","130",",W","","","","","12.5",",W","17.0",",W","",""
"USW00003816","2020-06","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","17.52",",,,W","1015.0",",,,W","1000.4",",,,W","20.13",",,,W","2.6",",W","279.9","W","191.1",",W","9",",W","5",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","9",",W","11","","1","","20200601",",,W","20200630","+,,W","20200630","+,,W","5","","20200630",",,W","20200606",",,W","11.7",",W,01,","0",",,W,30,+","0",",,W,30,+","51.6",",,W,30,","34.4",",W,06,","2120.6","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","108.4",",,,W","","","67",",,,W","45",",,,W","91",",,,W","0",",,,W","24.70",",W","30.83",",,,W","18.57",",,,W","","","","","240",",W","230",",W","","","","","13.4",",W","19.7",",W","",""
"USW00003816","2020-07","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","21.96",",,,W","1014.3",",,,W","999.8",",,,W","23.50",",,,W","1.8",",W","559.4","W","279.5",",W","7",",W","5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","26",",W","22","","6","","20200714","+,,W","20200731","+,,W","20200731","+,,W","13","","20200720",",,W","20200720",",,W","18.3",",W,14,+","0",",,W,31,+","0",",,W,31,+","47.8",",,W,20,","35.6",",W,20,","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","107.2",",,,W","","","75",",,,W","54",",,,W","94",",,,W","0",",,,W","27.35",",W","33.11",",,,W","21.59",",,,W","","","","","250",",W","330",",W","","","","","13.4",",W","20.1",",W","",""
"USW00003816","2020-08","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","19.83",",,,W","1014.5",",,,W","999.9",",,,W","21.45",",,,W","1.9",",W","759.5","W","200.1",",W","14",",W","10",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","10",",W","21","","7","","20200806","+,,W","20200831","+,,W","20200831","+,,W","11","","20200810",",,W","20200825","+,,W","15.0",",W,06,+","0",",,W,31,+","0",",,W,31,+","24.6",",,W,10,","33.9",",W,25,+","0.0","W","","","","","0.0",",W","","","","","","","","","","","","","","","","","","","","","102.5",",,,W","","","77",",,,W","57",",,,W","93",",,,W","0",",,,W","24.79",",W","30.30",",,,W","19.27",",,,W","","","","","360",",W","360",",W","","","","","13.0",",W","18.3",",W","",""
"USW00003816","2020-09","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","15.87",",,,W","1017.3",",,,W","1002.3",",,,W","17.97",",,,W","2.0",",W","873.7","W","114.2",",W","7",",W","5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","27",",W","4",",W","14","","4","","20200929",",,W","20200930","+,,W","20200930","+,,W","3","","20200912",",,W","20200910",",,W","8.3",",W,29,","0",",,W,30,+","0",",,W,30,+","45.5",",,W,12,","33.3",",W,10,","12.2","W","","","","","12.2",",W","","","","","","","","","","","","","","","","","","","","","126.5",",,,W","","","74",",,,W","50",",,,W","92",",,,W","0",",,,W","21.74",",W","27.50",",,,W","15.97",",,,W","","","","","230",",W","230",",W","","","","","9.8",",W","15.7",",W","",""
"USW00003816","2020-10","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","9.17",",,,W","1018.4",",,,W","1003.4",",,,W","11.65",",,,W","2.4",",W","893.7","W","20.0",",W","11",",W","7",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","14",",W","0",",W","22","","4","","20201016",",,W","20201031","+,,W","20201031","+,,W","2","","20201019",",,W","20201011",",,W","1.1",",W,16,","0",",,W,31,+","0",",,W,31,+","99.8",",,W,19,","29.4",",W,11,","155.0","W","","","","","142.8",",W","","","","","","","","","","","","","","","","","","","","","226.3",",,,W","","","75",",,,W","51",",,,W","93",",,,W","0",",,,W","14.37",",W","20.61",",,,W","8.13",",,,W","","","","","280",",W","340",",W","","","","","11.2",",W","16.1",",W","",""
"USW00003816","2020-11","37.05635","-88.77425","124.1","PADUCAH BARKLEY REGIONAL AIRPORT, KY US","3.82",",,,W","1022.0",",,,W","1006.8",",,,W","7.79",",,,W","2.9",",W","900.7","W","7.0",",W","7",",W","5",",W","1",",W","0",",W","0",",W","0",",W","8",",W","0",",W","10",",W","0",",W","13","","1","","20201102",",,W","20201130","+,,W","20201130",",,W","3","","20201125",",,W","20201108",",,W","-2.7",",W,02,","0",",,W,30,+","0",",T,W,30,","33.3",",,W,25,","27.2",",W,08,","376.6","W","","","","","221.6",",W","","","","","","","","","","","","","","","","","","","","","61.3",",,,W","","","63",",,,W","41",",,,W","86",",,,W","0",",T,,W","11.18",",W","17.68",",,,W","4.67",",,,W","","","","","280",",W","290",",W","","","","","14.3",",W","19.7",",W","",""
